	TransID	ActivityName	Time	eLetter_Type	eLetter_ID	ShapeID	ShapeNumber	OK_After_Review_14_perc	OK_After_Review_17_perc	OK_After_Review_25_perc	ProcessName	Analyze_Criteria_AVG	Analyze_Criteria_STD	Create_Initial_Draft_MAX	Create_Initial_Draft_MIN	Create_Proof_AVG	Create_Proof_STD	Delta_Time	Gather_Materials	Internal_Review_MAX	Internal_Review_MIN	Modify_Criteria_AVG	Modify_Criteria_STD	Optimize_Graphics_MAX	Optimize_Graphics_MIN	Outline_Text	Paste_In_Template_AVG	Paste_In_Template_STD	Preempt	Priority	Pull_Target_List_MAX	Pull_Target_List_MIN	Review_13_AVG	Review_13_STD	Review_16_AVG	Review_16_STD	Send_On	timeStamp	caseEnd	caseStart	relativeTime	relativeTime_s
687	49	Review	1303202.942231	Type_1	109	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:00:02.942231000	2016-01-16 12:00:02.942231000	2016-01-16 10:57:43.090638000	0 days 01:02:19.851593	3739
688	67	Send To Production	1300869.489875	Type_1	101	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 11:21:09.489875000	2016-01-16 11:21:09.489875000	2016-01-16 11:16:09.489875000	0 days 00:05:00	300
689	69	OK?	1308904.606113	Type_1	109	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 13:35:04.606113000	2016-01-16 13:35:04.606113000	2016-01-16 11:19:35.639850000	0 days 02:15:28.966263	8128
690	49	Create Proof	1301952.595667	Type_1	109	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 11:39:12.595667000	2016-01-16 11:39:12.595667000	2016-01-16 11:19:35.639850000	0 days 00:19:36.955817	1176
691	67	Analyze Criteria	1301525.97179	Type_1	101	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 11:32:05.971790000	2016-01-16 11:32:05.971790000	2016-01-16 11:21:09.489875000	0 days 00:10:56.481915	656
692	50	Review	1306546.836429	Type_2	110	223	16	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:55:46.836429000	2016-01-16 12:55:46.836429000	2016-01-16 11:29:05.637955000	0 days 01:26:41.198474	5201
693	67	Pull Target List	1308342.844252	Type_1	101	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 13:25:42.844252000	2016-01-16 13:25:42.844252000	2016-01-16 11:32:05.971790000	0 days 01:53:36.872462	6816
694	71	OK?	1409229.83019	Type_2	110	1040	25	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 17:27:09.830190000	2016-01-17 17:27:09.830190000	2016-01-16 11:49:28.209655000	1 days 05:37:41.620535	106661
695	50	Create Proof	1304159.53707	Type_2	110	219	15	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:15:59.537070000	2016-01-16 12:15:59.537070000	2016-01-16 11:49:28.209655000	0 days 00:26:31.327415	1591
696	78	Request	1303800.0	Type_2	182	767	1	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:10:00.000000000	2016-01-16 12:10:00.000000000	2016-01-16 12:00:00.000000000	0 days 00:10:00	600
697	49	Send On	1303802.942231	Type_1	109	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:10:02.942231000	2016-01-16 12:10:02.942231000	2016-01-16 12:00:02.942231000	0 days 00:10:00	600
698	78	Start	1303800.0	Type_2	182	1376	2	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:10:00.000000000	2016-01-16 12:10:00.000000000	2016-01-16 12:10:00.000000000	0 days 00:00:00	0
699	78	Schedule Activities	1304782.754707	Type_2	182	15	3	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:26:22.754707000	2016-01-16 12:26:22.754707000	2016-01-16 12:10:00.000000000	0 days 00:16:22.754707	982
700	49	Send Email	1386434.84853	Type_1	109	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 11:07:14.848530000	2016-01-17 11:07:14.848530000	2016-01-16 12:10:02.942231000	0 days 22:57:11.906299	82631
701	69	Send To Production	1304673.294709	Type_1	109	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 12:24:33.294709000	2016-01-16 12:24:33.294709000	2016-01-16 12:19:33.294709000	0 days 00:05:00	300
702	54	Internal Review And Changes	1314541.792369	Type_1	113	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 15:09:01.792369000	2016-01-16 15:09:01.792369000	2016-01-16 12:20:11.813545000	0 days 02:48:49.978824	10129
703	69	Analyze Criteria	1308904.606113	Type_1	109	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 13:35:04.606113000	2016-01-16 13:35:04.606113000	2016-01-16 12:24:33.294709000	0 days 01:10:31.311404	4231
704	78	Broadcast Request for Related Articles	1474396.864952	Type_2	182	194	5	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 11:33:16.864952000	2016-01-18 11:33:16.864952000	2016-01-16 12:26:22.754707000	1 days 23:06:54.110245	169614
705	68	Delay	1331530.999037	Type_1	137	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 19:52:10.999037000	2016-01-16 19:52:10.999037000	2016-01-16 12:39:33.294709000	0 days 07:12:37.704328	25957
706	50	Send On	1307146.836429	Type_2	110	228	19	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 13:05:46.836429000	2016-01-16 13:05:46.836429000	2016-01-16 12:55:46.836429000	0 days 00:10:00	600
707	79	Outline Text, Targeting, and URLs	1307673.294709	Type_2	122	205	8	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 13:14:33.294709000	2016-01-16 13:14:33.294709000	2016-01-16 12:59:33.294709000	0 days 00:15:00	900
708	50	Send Email	1488689.112976	Type_2	110	42	20	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 15:31:29.112976000	2016-01-18 15:31:29.112976000	2016-01-16 13:05:46.836429000	2 days 02:25:42.276547	181542
709	57	 Create Initial Draft	1323529.905543	Type_2	122	207	9	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 17:38:49.905543000	2016-01-16 17:38:49.905543000	2016-01-16 13:14:33.294709000	0 days 04:24:16.610834	15856
710	79	Create Initial Target List	1476625.00203	Type_2	122	21	22	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 12:10:25.002030000	2016-01-18 12:10:25.002030000	2016-01-16 13:14:33.294709000	1 days 22:55:51.707321	168951
711	39	Send On	1309597.483813	Type_4	88	228	19	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-16 13:46:37.483813000	2016-01-16 13:46:37.483813000	2016-01-16 13:16:37.483813000	0 days 00:30:00	1800
712	69	Pull Target List	1317404.902547	Type_1	109	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 15:56:44.902547000	2016-01-16 15:56:44.902547000	2016-01-16 13:35:04.606113000	0 days 02:21:40.296434	8500
713	54	Optimize Graphics	1318265.628431	Type_1	113	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 16:11:05.628431000	2016-01-16 16:11:05.628431000	2016-01-16 15:09:01.792369000	0 days 01:02:03.836062	3723
714	80	Outline Text, Targeting, and URLs	1316041.792369	Type_1	121	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 15:34:01.792369000	2016-01-16 15:34:01.792369000	2016-01-16 15:19:01.792369000	0 days 00:15:00	900
715	56	 Create Initial Draft	1383850.880101	Type_1	121	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 10:24:10.880101000	2016-01-17 10:24:10.880101000	2016-01-16 15:34:01.792369000	0 days 18:50:09.087732	67809
716	80	Create Initial Target List	1479727.110257	Type_1	121	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 13:02:07.110257000	2016-01-18 13:02:07.110257000	2016-01-16 15:34:01.792369000	1 days 21:28:05.317888	163685
717	46	Optimize Graphics	1383176.411414	Type_4	100	62	11	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 10:12:56.411414000	2016-01-17 10:12:56.411414000	2016-01-16 15:35:12.906075000	0 days 18:37:43.505339	67063
718	81	Request	1318200.0	Type_4	184	767	1	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-16 16:10:00.000000000	2016-01-16 16:10:00.000000000	2016-01-16 16:00:00.000000000	0 days 00:10:00	600
719	82	Outline Text, Targeting, and URLs	1320612.906075	Type_4	124	205	8	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-16 16:50:12.906075000	2016-01-16 16:50:12.906075000	2016-01-16 16:05:12.906075000	0 days 00:45:00	2700
720	81	Start	1318200.0	Type_4	184	1376	2	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-16 16:10:00.000000000	2016-01-16 16:10:00.000000000	2016-01-16 16:10:00.000000000	0 days 00:00:00	0
721	81	Schedule Activities	1319253.759315	Type_4	184	15	3	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-16 16:27:33.759315000	2016-01-16 16:27:33.759315000	2016-01-16 16:10:00.000000000	0 days 00:17:33.759315	1053
722	54	Paste In Template	1321451.846037	Type_1	113	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 17:04:11.846037000	2016-01-16 17:04:11.846037000	2016-01-16 16:11:05.628431000	0 days 00:53:06.217606	3186
723	81	Broadcast Request for Related Articles	1480927.110257	Type_4	184	194	5	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-18 13:22:07.110257000	2016-01-18 13:22:07.110257000	2016-01-16 16:27:33.759315000	1 days 20:54:33.350942	161673
724	66	Gather Materials	1482727.110257	Type_4	136	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-18 13:52:07.110257000	2016-01-18 13:52:07.110257000	2016-01-16 16:39:46.490630000	1 days 21:12:20.619627	162740
725	59	 Create Initial Draft	1471027.137671	Type_4	124	207	9	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-18 10:37:07.137671000	2016-01-18 10:37:07.137671000	2016-01-16 16:50:12.906075000	1 days 17:46:54.231596	150414
726	82	Create Initial Target List	1496039.151309	Type_4	124	21	22	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-18 17:33:59.151309000	2016-01-18 17:33:59.151309000	2016-01-16 16:50:12.906075000	2 days 00:43:46.245234	175426
727	65	Send Email	1413512.459758	Type_4	100	42	20	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 18:38:32.459758000	2016-01-17 18:38:32.459758000	2016-01-16 17:00:48.788602000	1 days 01:37:43.671156	92263
728	54	Review	1325641.08289	Type_1	113	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 18:14:01.082890000	2016-01-16 18:14:01.082890000	2016-01-16 17:04:11.846037000	0 days 01:09:49.236853	4189
729	75	OK?	1481702.856057	Type_1	113	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 13:35:02.856057000	2016-01-18 13:35:02.856057000	2016-01-16 17:31:54.883804000	1 days 20:03:07.972253	158587
730	54	Create Proof	1324355.883719	Type_1	113	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 17:52:35.883719000	2016-01-16 17:52:35.883719000	2016-01-16 17:31:54.883804000	0 days 00:20:40.999915	1240
731	57	Internal Review And Changes	2422393.174707	Type_2	122	95	10	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 10:53:13.174707000	2016-01-29 10:53:13.174707000	2016-01-16 17:38:49.905543000	12 days 17:14:23.269164	1098863
732	83	Request	1325400.0	Type_1	185	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 18:10:00.000000000	2016-01-16 18:10:00.000000000	2016-01-16 18:00:00.000000000	0 days 00:10:00	600
733	83	Start	1325400.0	Type_1	185	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 18:10:00.000000000	2016-01-16 18:10:00.000000000	2016-01-16 18:10:00.000000000	0 days 00:00:00	0
734	83	Schedule Activities	1327021.088158	Type_1	185	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 18:37:01.088158000	2016-01-16 18:37:01.088158000	2016-01-16 18:10:00.000000000	0 days 00:27:01.088158	1621
735	54	Send On	1326241.08289	Type_1	113	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 18:24:01.082890000	2016-01-16 18:24:01.082890000	2016-01-16 18:14:01.082890000	0 days 00:10:00	600
736	54	Send Email	1561509.389917	Type_1	113	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-19 11:45:09.389917000	2016-01-19 11:45:09.389917000	2016-01-16 18:24:01.082890000	2 days 17:21:08.307027	235268
737	47	End	1326781.45398	Type_1	101	285	21	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-16 18:33:01.453980000	2016-01-16 18:33:01.453980000	2016-01-16 18:33:01.453980000	0 days 00:00:00	0
738	83	Broadcast Request for Related Articles	1496901.776021	Type_1	185	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 17:48:21.776021000	2016-01-18 17:48:21.776021000	2016-01-16 18:37:01.088158000	1 days 23:11:20.687863	169880
739	68	Gather Materials	1496939.151309	Type_1	137	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 17:48:59.151309000	2016-01-18 17:48:59.151309000	2016-01-16 19:52:10.999037000	1 days 21:56:48.152272	165408
740	84	Request	1383000.0	Type_1	193	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 10:10:00.000000000	2016-01-17 10:10:00.000000000	2016-01-17 10:00:00.000000000	0 days 00:10:00	600
741	84	Start	1383000.0	Type_1	193	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 10:10:00.000000000	2016-01-17 10:10:00.000000000	2016-01-17 10:10:00.000000000	0 days 00:00:00	0
742	84	Schedule Activities	1384377.022732	Type_1	193	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 10:32:57.022732000	2016-01-17 10:32:57.022732000	2016-01-17 10:10:00.000000000	0 days 00:22:57.022732	1377
743	46	Paste In Template	1391155.434665	Type_4	100	66	12	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 12:25:55.434665000	2016-01-17 12:25:55.434665000	2016-01-17 10:12:56.411414000	0 days 02:12:59.023251	7979
744	56	Internal Review And Changes	1390561.563308	Type_1	121	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 12:16:01.563308000	2016-01-17 12:16:01.563308000	2016-01-17 10:24:10.880101000	0 days 01:51:50.683207	6710
745	84	Broadcast Request for Related Articles	1497801.776021	Type_1	193	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 18:03:21.776021000	2016-01-18 18:03:21.776021000	2016-01-17 10:32:57.022732000	1 days 07:30:24.753289	113424
746	55	End	1384621.986196	Type_4	88	285	21	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 10:37:01.986196000	2016-01-17 10:37:01.986196000	2016-01-17 10:37:01.986196000	0 days 00:00:00	0
747	57	Optimize Graphics	2427463.634286	Type_2	122	62	11	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 12:17:43.634286000	2016-01-29 12:17:43.634286000	2016-01-17 11:05:56.802988000	12 days 01:11:46.831298	1041106
748	49	End	1386434.84853	Type_1	109	285	21	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 11:07:14.848530000	2016-01-17 11:07:14.848530000	2016-01-17 11:07:14.848530000	0 days 00:00:00	0
749	85	Outline Text, Targeting, and URLs	1387856.802988	Type_1	125	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 11:30:56.802988000	2016-01-17 11:30:56.802988000	2016-01-17 11:15:56.802988000	0 days 00:15:00	900
750	62	 Create Initial Draft	1405273.188718	Type_1	125	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 16:21:13.188718000	2016-01-17 16:21:13.188718000	2016-01-17 11:30:56.802988000	0 days 04:50:16.385730	17416
751	85	Create Initial Target List	1500541.192114	Type_1	125	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 18:49:01.192114000	2016-01-18 18:49:01.192114000	2016-01-17 11:30:56.802988000	1 days 07:18:04.389126	112684
752	86	Request	1390200.0	Type_2	194	767	1	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 12:10:00.000000000	2016-01-17 12:10:00.000000000	2016-01-17 12:00:00.000000000	0 days 00:10:00	600
753	86	Start	1390200.0	Type_2	194	1376	2	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 12:10:00.000000000	2016-01-17 12:10:00.000000000	2016-01-17 12:10:00.000000000	0 days 00:00:00	0
754	86	Schedule Activities	1391793.022505	Type_2	194	15	3	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 12:36:33.022505000	2016-01-17 12:36:33.022505000	2016-01-17 12:10:00.000000000	0 days 00:26:33.022505	1593
755	57	Paste In Template	2430428.752864	Type_2	122	66	12	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 13:07:08.752864000	2016-01-29 13:07:08.752864000	2016-01-17 12:11:53.276316000	12 days 00:55:15.476548	1040115
756	56	Optimize Graphics	1395155.692613	Type_1	121	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 13:32:35.692613000	2016-01-17 13:32:35.692613000	2016-01-17 12:16:01.563308000	0 days 01:16:34.129305	4594
757	46	Review	1405766.013522	Type_4	100	223	16	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 16:29:26.013522000	2016-01-17 16:29:26.013522000	2016-01-17 12:25:55.434665000	0 days 04:03:30.578857	14610
758	86	Broadcast Request for Related Articles	1498701.776021	Type_2	194	194	5	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 18:18:21.776021000	2016-01-18 18:18:21.776021000	2016-01-17 12:36:33.022505000	1 days 05:41:48.753516	106908
759	52	Internal Review And Changes	1472596.864952	Type_4	112	95	10	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-18 11:03:16.864952000	2016-01-18 11:03:16.864952000	2016-01-17 12:42:45.611790000	0 days 22:20:31.253162	80431
760	57	Review	2438578.405116	Type_2	122	223	16	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 15:22:58.405116000	2016-01-29 15:22:58.405116000	2016-01-17 13:01:38.753958000	12 days 02:21:19.651158	1045279
761	57	OK?	2438578.405116	Type_2	122	226	17	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-29 15:22:58.405116000	2016-01-29 15:22:58.405116000	2016-01-17 13:22:50.986652000	12 days 02:00:07.418464	1044007
762	46	Create Proof	1402823.547311	Type_4	100	219	15	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 15:40:23.547311000	2016-01-17 15:40:23.547311000	2016-01-17 13:24:18.701751000	0 days 02:16:04.845560	8164
763	56	Paste In Template	1402137.411479	Type_1	121	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 15:28:57.411479000	2016-01-17 15:28:57.411479000	2016-01-17 13:32:35.692613000	0 days 01:56:21.718866	6981
764	56	Review	1405634.358395	Type_1	121	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 16:27:14.358395000	2016-01-17 16:27:14.358395000	2016-01-17 15:28:57.411479000	0 days 00:58:16.946916	3496
765	80	OK?	1490243.281938	Type_1	121	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-18 15:57:23.281938000	2016-01-18 15:57:23.281938000	2016-01-17 15:51:49.904074000	1 days 00:05:33.377864	86733
766	56	Create Proof	1404592.666483	Type_1	121	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 16:09:52.666483000	2016-01-17 16:09:52.666483000	2016-01-17 15:51:49.904074000	0 days 00:18:02.762409	1082
767	87	Request	1404600.0	Type_4	196	767	1	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 16:10:00.000000000	2016-01-17 16:10:00.000000000	2016-01-17 16:00:00.000000000	0 days 00:10:00	600
768	87	Start	1404600.0	Type_4	196	1376	2	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 16:10:00.000000000	2016-01-17 16:10:00.000000000	2016-01-17 16:10:00.000000000	0 days 00:00:00	0
769	87	Schedule Activities	1407808.681181	Type_4	196	15	3	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-17 17:03:28.681181000	2016-01-17 17:03:28.681181000	2016-01-17 16:10:00.000000000	0 days 00:53:28.681181	3208
770	62	Internal Review And Changes	1413963.722923	Type_1	125	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 18:46:03.722923000	2016-01-17 18:46:03.722923000	2016-01-17 16:21:13.188718000	0 days 02:24:50.534205	8690
771	70	Delay	1427432.418877	Type_1	169	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-17 22:30:32.418877000	2016-01-17 22:30:32.418877000	2016-01-17 16:26:56.026471000	0 days 06:03:36.392406	21816
