TransID	ActivityName	Time	eLetter_Type	eLetter_ID	ShapeID	ShapeNumber	OK_After_Review_14_perc	OK_After_Review_17_perc	OK_After_Review_25_perc	ProcessName	Analyze_Criteria_AVG	Analyze_Criteria_STD	Create_Initial_Draft_MAX	Create_Initial_Draft_MIN	Create_Proof_AVG	Create_Proof_STD	Delta_Time	Gather_Materials	Internal_Review_MAX	Internal_Review_MIN	Modify_Criteria_AVG	Modify_Criteria_STD	Optimize_Graphics_MAX	Optimize_Graphics_MIN	Outline_Text	Paste_In_Template_AVG	Paste_In_Template_STD	Preempt	Priority	Pull_Target_List_MAX	Pull_Target_List_MIN	Review_13_AVG	Review_13_STD	Review_16_AVG	Review_16_STD	Send_On
63	Delay	1239374.783492	Type_1	133	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
64	Broadcast Request for Related Articles	1240274.783492	Type_2	134	194	5	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
64	Delay	1240274.783492	Type_2	134	1022	6	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
39	Review	1240625.558932	Type_4	88	215	13	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	OK?	1240625.558932	Type_4	88	287	14	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	OK?	1240625.558932	Type_4	88	287	14	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	Create Proof	1240625.558932	Type_4	88	219	15	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
76	Schedule Activities	1240750.55244	Type_1	173	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
76	Broadcast Request for Related Articles	1240750.55244	Type_1	173	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
47	Review	1241775.373484	Type_1	101	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
47	OK?	1241775.373484	Type_1	101	226	17	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
47	OK?	1241775.373484	Type_1	101	226	17	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
47	Send On	1241775.373484	Type_1	101	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
63	Delay	1263397.224112	Type_1	133	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
63	Gather Materials	1263397.224112	Type_1	133	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
64	Delay	1268616.786545	Type_2	134	1022	6	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
64	Gather Materials	1268616.786545	Type_2	134	1341	7	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
77	Request	1296000	Type_1	181	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
65	Create Initial Target List	1296230.671186	Type_4	100	21	22	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	Send To Production	1296230.671186	Type_4	100	23	23	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
47	Send On	1296375.373484	Type_1	101	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
47	Send Email	1296375.373484	Type_1	101	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Optimize Graphics	1296520.764678	Type_1	109	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Paste In Template	1296520.764678	Type_1	109	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
65	Send To Production	1296530.671186	Type_4	100	23	23	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	Analyze Criteria	1296530.671186	Type_4	100	25	24	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
77	Request	1296600	Type_1	181	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
77	Start	1296600	Type_1	181	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
77	Start	1296600	Type_1	181	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
77	Schedule Activities	1296600	Type_1	181	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
40	Send Email	1296649.937815	Type_1	89	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
40	End	1296649.937815	Type_1	89	285	21	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
40	End	1296649.937815	Type_1	89	285	21	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
66	Broadcast Request for Related Articles	1297430.671186	Type_4	136	194	5	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
66	Delay	1297430.671186	Type_4	136	1022	6	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
77	Schedule Activities	1297563.62079	Type_1	181	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
77	Broadcast Request for Related Articles	1297563.62079	Type_1	181	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Optimize Graphics	1298228.5566	Type_2	110	62	11	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Paste In Template	1298228.5566	Type_2	110	66	12	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
65	Analyze Criteria	1298573.463587	Type_4	100	25	24	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	OK?	1298573.463587	Type_4	100	1040	25	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	OK?	1298573.463587	Type_4	100	1040	25	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	Pull Target List	1298573.463587	Type_4	100	27	27	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
49	Paste In Template	1299463.090638	Type_1	109	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Review	1299463.090638	Type_1	109	215	13	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Create Initial Target List	1300569.489875	Type_1	101	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Send To Production	1300569.489875	Type_1	101	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Review	1300775.63985	Type_1	109	215	13	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	OK?	1300775.63985	Type_1	109	287	14	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	OK?	1300775.63985	Type_1	109	287	14	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Create Proof	1300775.63985	Type_1	109	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Send To Production	1300869.489875	Type_1	101	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Analyze Criteria	1300869.489875	Type_1	101	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Paste In Template	1301345.637955	Type_2	110	66	12	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Review	1301345.637955	Type_2	110	215	13	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Analyze Criteria	1301525.97179	Type_1	101	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	OK?	1301525.97179	Type_1	101	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	OK?	1301525.97179	Type_1	101	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Pull Target List	1301525.97179	Type_1	101	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Create Proof	1301952.595667	Type_1	109	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Review	1301952.595667	Type_1	109	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Review	1302568.209655	Type_2	110	215	13	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	OK?	1302568.209655	Type_2	110	287	14	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	OK?	1302568.209655	Type_2	110	287	14	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Create Proof	1302568.209655	Type_2	110	219	15	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
78	Request	1303200	Type_2	182	767	1	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Review	1303202.942231	Type_1	109	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	OK?	1303202.942231	Type_1	109	226	17	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	OK?	1303202.942231	Type_1	109	226	17	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Send On	1303202.942231	Type_1	109	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
39	Create Proof	1303713.446009	Type_4	88	219	15	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	Review	1303713.446009	Type_4	88	223	16	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
78	Request	1303800	Type_2	182	767	1	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
78	Start	1303800	Type_2	182	1376	2	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
78	Start	1303800	Type_2	182	1376	2	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
78	Schedule Activities	1303800	Type_2	182	15	3	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Send On	1303802.942231	Type_1	109	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
49	Send Email	1303802.942231	Type_1	109	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Create Proof	1304159.53707	Type_2	110	219	15	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Review	1304159.53707	Type_2	110	223	16	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Create Initial Target List	1304373.294709	Type_1	109	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Send To Production	1304373.294709	Type_1	109	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	 Create Initial Draft	1304411.813545	Type_1	113	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	Internal Review And Changes	1304411.813545	Type_1	113	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Send To Production	1304673.294709	Type_1	109	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Analyze Criteria	1304673.294709	Type_1	109	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
78	Schedule Activities	1304782.754707	Type_2	182	15	3	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
78	Broadcast Request for Related Articles	1304782.754707	Type_2	182	194	5	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
68	Broadcast Request for Related Articles	1305573.294709	Type_1	137	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
68	Delay	1305573.294709	Type_1	137	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Review	1306546.836429	Type_2	110	223	16	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	OK?	1306546.836429	Type_2	110	226	17	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	OK?	1306546.836429	Type_2	110	226	17	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Send On	1306546.836429	Type_2	110	228	19	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
57	Gather Materials	1306773.294709	Type_2	122	1341	7	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
57	Outline Text, Targeting, and URLs	1306773.294709	Type_2	122	205	8	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Send On	1307146.836429	Type_2	110	228	19	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
50	Send Email	1307146.836429	Type_2	110	42	20	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
57	Outline Text, Targeting, and URLs	1307673.294709	Type_2	122	205	8	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
57	 Create Initial Draft	1307673.294709	Type_2	122	207	9	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
79	Outline Text, Targeting, and URLs	1307673.294709	Type_2	122	205	8	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
79	Create Initial Target List	1307673.294709	Type_2	122	21	22	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
39	Review	1307797.483813	Type_4	88	223	16	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	OK?	1307797.483813	Type_4	88	226	17	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	OK?	1307797.483813	Type_4	88	226	17	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	Send On	1307797.483813	Type_4	88	228	19	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
67	Pull Target List	1308342.844252	Type_1	101	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
67	Send Email	1308342.844252	Type_1	101	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Analyze Criteria	1308904.606113	Type_1	109	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	OK?	1308904.606113	Type_1	109	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	OK?	1308904.606113	Type_1	109	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Pull Target List	1308904.606113	Type_1	109	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
39	Send On	1309597.483813	Type_4	88	228	19	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
39	Send Email	1309597.483813	Type_4	88	42	20	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
54	Internal Review And Changes	1314541.792369	Type_1	113	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	Optimize Graphics	1314541.792369	Type_1	113	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
56	Gather Materials	1315141.792369	Type_1	121	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
56	Outline Text, Targeting, and URLs	1315141.792369	Type_1	121	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
56	Outline Text, Targeting, and URLs	1316041.792369	Type_1	121	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
56	 Create Initial Draft	1316041.792369	Type_1	121	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
80	Outline Text, Targeting, and URLs	1316041.792369	Type_1	121	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
80	Create Initial Target List	1316041.792369	Type_1	121	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
46	Internal Review And Changes	1316112.906075	Type_4	100	95	10	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
46	Optimize Graphics	1316112.906075	Type_4	100	62	11	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
69	Pull Target List	1317404.902547	Type_1	109	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
69	Send Email	1317404.902547	Type_1	109	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
81	Request	1317600	Type_4	184	767	1	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
59	Gather Materials	1317912.906075	Type_4	124	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
59	Outline Text, Targeting, and URLs	1317912.906075	Type_4	124	205	8	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
81	Request	1318200	Type_4	184	767	1	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
81	Start	1318200	Type_4	184	1376	2	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
81	Start	1318200	Type_4	184	1376	2	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
81	Schedule Activities	1318200	Type_4	184	15	3	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
54	Optimize Graphics	1318265.628431	Type_1	113	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	Paste In Template	1318265.628431	Type_1	113	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
81	Schedule Activities	1319253.759315	Type_4	184	15	3	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
81	Broadcast Request for Related Articles	1319253.759315	Type_4	184	194	5	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
66	Delay	1319986.49063	Type_4	136	1022	6	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
66	Gather Materials	1319986.49063	Type_4	136	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
59	Outline Text, Targeting, and URLs	1320612.906075	Type_4	124	205	8	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
59	 Create Initial Draft	1320612.906075	Type_4	124	207	9	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
82	Outline Text, Targeting, and URLs	1320612.906075	Type_4	124	205	8	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
82	Create Initial Target List	1320612.906075	Type_4	124	21	22	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	Pull Target List	1321248.788602	Type_4	100	27	27	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
65	Send Email	1321248.788602	Type_4	100	42	20	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30
54	Paste In Template	1321451.846037	Type_1	113	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	Review	1321451.846037	Type_1	113	215	13	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	Review	1323114.883804	Type_1	113	215	13	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	OK?	1323114.883804	Type_1	113	287	14	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
54	OK?	1323114.883804	Type_1	113	287	14	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10
